,tag,Strain,time,drug,value,S_I_R,MIC,exp,S_I_R2,n_strains,use,subset_of_strains_used,num_of_mic_used,comment
623,EcMero2_Rup_APECO78_05500_0.97_1,RB420,120m,mero,-0.313893361,R,32,EcMero,R,1,use,420,used 1/1,
624,EcMero2_Rup_APECO78_05500_0.97_1,RB559,NA,mero,-0.355181969,R,128,EcMero,R,1,use,559,used 1/1,
625,EcMero2_Rup_APECO78_09510_0.97_1,RB001,120m,mero,3.139531078,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
626,EcMero2_Rup_APECO78_09510_0.97_1,RB081,NA,mero,5.245327776,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
627,EcMero2_Rup_APECO78_09510_0.97_1,RB808,120m,mero,2.947935773,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
628,EcMero2_Rup_APECO78_09510_0.97_1,RB115,120m,mero,2.754212208,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
629,EcMero2_Rup_APECO78_09510_0.97_1,RB054,120m,mero,2.672160685,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
630,EcMero2_Rup_APECO78_09510_0.97_1,RB602,120m,mero,2.623562454,S,0.12,EcMero,S,1,,,,
631,EcMero2_Rup_APECO78_09510_0.97_1,RB420,120m,mero,0.010316119,R,32,EcMero,R,1,use,420,used 1/1,
632,EcMero2_Rup_APECO78_09510_0.97_1,RB559,NA,mero,-0.268615309,R,128,EcMero,R,1,use,559,used 1/1,
633,EcMero2_Rup_APECO78_09705_0.92_1,RB001,120m,mero,1.814829529,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
634,EcMero2_Rup_APECO78_09705_0.92_1,RB081,NA,mero,1.984543213,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
635,EcMero2_Rup_APECO78_09705_0.92_1,RB808,120m,mero,3.074365996,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
636,EcMero2_Rup_APECO78_09705_0.92_1,RB115,120m,mero,2.185716056,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
637,EcMero2_Rup_APECO78_09705_0.92_1,RB054,120m,mero,2.883408095,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
638,EcMero2_Rup_APECO78_09705_0.92_1,RB602,120m,mero,-0.070686031,S,0.12,EcMero,S,1,,,,
639,EcMero2_Rup_APECO78_09705_0.92_1,RB420,120m,mero,0.529233826,R,32,EcMero,R,1,use,420,used 1/1,
640,EcMero2_Rup_APECO78_09705_0.92_1,RB559,NA,mero,0.083780489,R,128,EcMero,R,1,use,559,used 1/1,
641,EcMero2_Rup_APECO78_09710_0.92_1,RB001,120m,mero,1.958563849,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
642,EcMero2_Rup_APECO78_09710_0.92_1,RB081,NA,mero,2.282440148,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
643,EcMero2_Rup_APECO78_09710_0.92_1,RB808,120m,mero,2.969201249,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
644,EcMero2_Rup_APECO78_09710_0.92_1,RB115,120m,mero,2.200154039,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
645,EcMero2_Rup_APECO78_09710_0.92_1,RB054,120m,mero,2.960552164,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
646,EcMero2_Rup_APECO78_09710_0.92_1,RB602,120m,mero,0.281368927,S,0.12,EcMero,S,1,,,,
647,EcMero2_Rup_APECO78_09710_0.92_1,RB420,120m,mero,0.532951053,R,32,EcMero,R,1,use,420,used 1/1,
648,EcMero2_Rup_APECO78_09710_0.92_1,RB559,NA,mero,0.104489769,R,128,EcMero,R,1,use,559,used 1/1,
649,EcMero2_Rup_APECO78_12545_0.97_0.95,RB001,120m,mero,5.657281682,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
650,EcMero2_Rup_APECO78_12545_0.97_0.95,RB081,NA,mero,5.845837378,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
651,EcMero2_Rup_APECO78_12545_0.97_0.95,RB808,120m,mero,6.344632831,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
652,EcMero2_Rup_APECO78_12545_0.97_0.95,RB115,120m,mero,5.492992758,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
653,EcMero2_Rup_APECO78_12545_0.97_0.95,RB054,120m,mero,5.672689239,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
654,EcMero2_Rup_APECO78_12545_0.97_0.95,RB602,120m,mero,4.895624485,S,0.12,EcMero,S,1,,,,
655,EcMero2_Rup_APECO78_12545_0.97_0.95,RB420,120m,mero,0.480823846,R,32,EcMero,R,1,use,420,used 1/1,
656,EcMero2_Rup_APECO78_12545_0.97_0.95,RB559,NA,mero,0.014054386,R,128,EcMero,R,1,use,559,used 1/1,
657,EcMero2_Rup_APECO78_21920_0.92_1,RB001,120m,mero,2.652327631,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
658,EcMero2_Rup_APECO78_21920_0.92_1,RB081,NA,mero,3.164148418,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
659,EcMero2_Rup_APECO78_21920_0.92_1,RB808,120m,mero,2.700895902,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
660,EcMero2_Rup_APECO78_21920_0.92_1,RB115,120m,mero,2.305273624,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
661,EcMero2_Rup_APECO78_21920_0.92_1,RB054,120m,mero,2.387834373,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
662,EcMero2_Rup_APECO78_21920_0.92_1,RB602,120m,mero,2.780508083,S,0.12,EcMero,S,1,,,,
663,EcMero2_Rup_APECO78_21920_0.92_1,RB420,120m,mero,0.037359026,R,32,EcMero,R,1,use,420,used 1/1,
664,EcMero2_Rup_APECO78_21920_0.92_1,RB559,NA,mero,-0.037366264,R,128,EcMero,R,1,use,559,used 1/1,
665,EcMero2_Rup_APECO78_22510_0.92_1,RB001,120m,mero,3.117195216,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
666,EcMero2_Rup_APECO78_22510_0.92_1,RB081,NA,mero,3.925749366,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
667,EcMero2_Rup_APECO78_22510_0.92_1,RB808,120m,mero,2.877217951,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
668,EcMero2_Rup_APECO78_22510_0.92_1,RB115,120m,mero,2.62714119,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
669,EcMero2_Rup_APECO78_22510_0.92_1,RB054,120m,mero,2.550335836,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
670,EcMero2_Rup_APECO78_22510_0.92_1,RB602,120m,mero,2.726537789,S,0.12,EcMero,S,1,,,,
671,EcMero2_Rup_APECO78_22510_0.92_1,RB420,120m,mero,-0.220923292,R,32,EcMero,R,1,use,420,used 1/1,
672,EcMero2_Rup_APECO78_22510_0.92_1,RB559,NA,mero,-0.337822037,R,128,EcMero,R,1,use,559,used 1/1,
673,EcMero2_Rup_APECO78_00325_0.97_1,RB001,120m,pip,0.61814342,S,1,EcPip,S,2,use,"001, 081",used 2/2,
674,EcMero2_Rup_APECO78_00325_0.97_1,RB081,NA,pip,0.972206795,S,1,EcPip,S,2,use,"001, 081",used 2/2,
675,EcMero2_Rup_APECO78_00325_0.97_1,RB808,120m,pip,1.0379835,S,4,EcPip,S,1,,,,
676,EcMero2_Rup_APECO78_00325_0.97_1,RB115,120m,pip,0.318810849,S,2,EcPip,S,1,,,,
677,EcMero2_Rup_APECO78_00325_0.97_1,RB054,120m,pip,0.547850586,I,32,EcPip,I,2,,,,
678,EcMero2_Rup_APECO78_00325_0.97_1,RB602,120m,pip,0.177359172,I,32,EcPip,I,2,,,,
679,EcMero2_Rup_APECO78_00325_0.97_1,RB420,120m,pip,-0.564767681,R,512,EcPip,R,2,use,"420, 559",used 2/2,
680,EcMero2_Rup_APECO78_00325_0.97_1,RB559,NA,pip,-0.664863656,R,512,EcPip,R,2,use,"420, 559",used 2/2,
681,EcMero2_Rup_APECO78_04245_0.95_1,RB001,120m,pip,1.221218011,S,1,EcPip,S,2,use,"001, 081",used 2/2,
682,EcMero2_Rup_APECO78_04245_0.95_1,RB081,NA,pip,0.919621334,S,1,EcPip,S,2,use,"001, 081",used 2/2,
683,EcMero2_Rup_APECO78_04245_0.95_1,RB808,120m,pip,1.385048237,S,4,EcPip,S,1,,,,
684,EcMero2_Rup_APECO78_04245_0.95_1,RB115,120m,pip,0.232671722,S,2,EcPip,S,1,,,,
685,EcMero2_Rup_APECO78_04245_0.95_1,RB054,120m,pip,1.099165124,I,32,EcPip,I,2,,,,
686,EcMero2_Rup_APECO78_04245_0.95_1,RB602,120m,pip,0.062152419,I,32,EcPip,I,2,,,,
687,EcMero2_Rup_APECO78_04245_0.95_1,RB420,120m,pip,-0.452863681,R,512,EcPip,R,2,use,"420, 559",used 2/2,
688,EcMero2_Rup_APECO78_04245_0.95_1,RB559,NA,pip,-0.689161733,R,512,EcPip,R,2,use,"420, 559",used 2/2,
689,EcMero2_Rup_APECO78_05395_0.92_1,RB001,120m,pip,1.843628088,S,1,EcPip,S,2,use,"001, 081",used 2/2,
690,EcMero2_Rup_APECO78_05395_0.92_1,RB081,NA,pip,3.833100486,S,1,EcPip,S,2,use,"001, 081",used 2/2,
691,EcMero2_Rup_APECO78_05395_0.92_1,RB808,120m,pip,1.412687422,S,4,EcPip,S,1,,,,
692,EcMero2_Rup_APECO78_05395_0.92_1,RB115,120m,pip,1.741957002,S,2,EcPip,S,1,,,,
693,EcMero2_Rup_APECO78_05395_0.92_1,RB054,120m,pip,-0.296214094,I,32,EcPip,I,2,,,,
694,EcMero2_Rup_APECO78_05395_0.92_1,RB602,120m,pip,0.36643279,I,32,EcPip,I,2,,,,
695,EcMero2_Rup_APECO78_05395_0.92_1,RB420,120m,pip,-0.740475718,R,512,EcPip,R,2,use,"420, 559",used 2/2,
696,EcMero2_Rup_APECO78_05395_0.92_1,RB559,NA,pip,-0.027864725,R,512,EcPip,R,2,use,"420, 559",used 2/2,
697,EcMero2_Rup_APECO78_05500_0.97_1,RB001,120m,pip,2.486662775,S,1,EcPip,S,2,use,"001, 081",used 2/2,
698,EcMero2_Rup_APECO78_05500_0.97_1,RB081,NA,pip,1.659155361,S,1,EcPip,S,2,use,"001, 081",used 2/2,
699,EcMero2_Rup_APECO78_05500_0.97_1,RB808,120m,pip,1.803526619,S,4,EcPip,S,1,,,,
700,EcMero2_Rup_APECO78_05500_0.97_1,RB115,120m,pip,1.760689199,S,2,EcPip,S,1,,,,
701,EcMero2_Rup_APECO78_05500_0.97_1,RB054,120m,pip,0.182358979,I,32,EcPip,I,2,,,,
702,EcMero2_Rup_APECO78_05500_0.97_1,RB602,120m,pip,0.629531567,I,32,EcPip,I,2,,,,
703,EcMero2_Rup_APECO78_05500_0.97_1,RB420,120m,pip,-0.082243605,R,512,EcPip,R,2,use,"420, 559",used 2/2,
704,EcMero2_Rup_APECO78_05500_0.97_1,RB559,NA,pip,-0.268440285,R,512,EcPip,R,2,use,"420, 559",used 2/2,
705,EcMero2_Rup_APECO78_09510_0.97_1,RB001,120m,pip,1.253463903,S,1,EcPip,S,2,use,"001, 081",used 2/2,
706,EcMero2_Rup_APECO78_09510_0.97_1,RB081,NA,pip,3.921859625,S,1,EcPip,S,2,use,"001, 081",used 2/2,
707,EcMero2_Rup_APECO78_09510_0.97_1,RB808,120m,pip,1.108522946,S,4,EcPip,S,1,,,,
708,EcMero2_Rup_APECO78_09510_0.97_1,RB115,120m,pip,1.634571654,S,2,EcPip,S,1,,,,
709,EcMero2_Rup_APECO78_09510_0.97_1,RB054,120m,pip,0.285155496,I,32,EcPip,I,2,,,,
710,EcMero2_Rup_APECO78_09510_0.97_1,RB602,120m,pip,0.416085846,I,32,EcPip,I,2,,,,
711,EcMero2_Rup_APECO78_09510_0.97_1,RB420,120m,pip,-0.102438975,R,512,EcPip,R,2,use,"420, 559",used 2/2,
712,EcMero2_Rup_APECO78_09510_0.97_1,RB559,NA,pip,-0.187598962,R,512,EcPip,R,2,use,"420, 559",used 2/2,
713,EcMero2_Rup_APECO78_09705_0.92_1,RB001,120m,pip,0.74853226,S,1,EcPip,S,2,use,"001, 081",used 2/2,
714,EcMero2_Rup_APECO78_09705_0.92_1,RB081,NA,pip,1.461279228,S,1,EcPip,S,2,use,"001, 081",used 2/2,
715,EcMero2_Rup_APECO78_09705_0.92_1,RB808,120m,pip,2.192757475,S,4,EcPip,S,1,,,,
716,EcMero2_Rup_APECO78_09705_0.92_1,RB115,120m,pip,1.10666296,S,2,EcPip,S,1,,,,
717,EcMero2_Rup_APECO78_09705_0.92_1,RB054,120m,pip,1.957940093,I,32,EcPip,I,2,,,,
718,EcMero2_Rup_APECO78_09705_0.92_1,RB602,120m,pip,0.094023212,I,32,EcPip,I,2,,,,
719,EcMero2_Rup_APECO78_09705_0.92_1,RB420,120m,pip,0.085714581,R,512,EcPip,R,2,use,"420, 559",used 2/2,
720,EcMero2_Rup_APECO78_09705_0.92_1,RB559,NA,pip,-0.151004622,R,512,EcPip,R,2,use,"420, 559",used 2/2,
721,EcMero2_Rup_APECO78_09710_0.92_1,RB001,120m,pip,1.151307011,S,1,EcPip,S,2,use,"001, 081",used 2/2,
722,EcMero2_Rup_APECO78_09710_0.92_1,RB081,NA,pip,1.635971035,S,1,EcPip,S,2,use,"001, 081",used 2/2,
723,EcMero2_Rup_APECO78_09710_0.92_1,RB808,120m,pip,2.237450789,S,4,EcPip,S,1,,,,
724,EcMero2_Rup_APECO78_09710_0.92_1,RB115,120m,pip,0.953640696,S,2,EcPip,S,1,,,,
725,EcMero2_Rup_APECO78_09710_0.92_1,RB054,120m,pip,2.004355305,I,32,EcPip,I,2,,,,
726,EcMero2_Rup_APECO78_09710_0.92_1,RB602,120m,pip,0.083221001,I,32,EcPip,I,2,,,,
727,EcMero2_Rup_APECO78_09710_0.92_1,RB420,120m,pip,0.096588923,R,512,EcPip,R,2,use,"420, 559",used 2/2,
728,EcMero2_Rup_APECO78_09710_0.92_1,RB559,NA,pip,0.042313789,R,512,EcPip,R,2,use,"420, 559",used 2/2,
729,EcMero2_Rup_APECO78_12545_0.97_0.95,RB001,120m,pip,0.979026506,S,1,EcPip,S,2,use,"001, 081",used 2/2,
730,EcMero2_Rup_APECO78_12545_0.97_0.95,RB081,NA,pip,1.135080491,S,1,EcPip,S,2,use,"001, 081",used 2/2,
731,EcMero2_Rup_APECO78_12545_0.97_0.95,RB808,120m,pip,1.792788138,S,4,EcPip,S,1,,,,
732,EcMero2_Rup_APECO78_12545_0.97_0.95,RB115,120m,pip,1.166312867,S,2,EcPip,S,1,,,,
733,EcMero2_Rup_APECO78_12545_0.97_0.95,RB054,120m,pip,1.150067153,I,32,EcPip,I,2,,,,
734,EcMero2_Rup_APECO78_12545_0.97_0.95,RB602,120m,pip,0.331076257,I,32,EcPip,I,2,,,,
735,EcMero2_Rup_APECO78_12545_0.97_0.95,RB420,120m,pip,-0.524261438,R,512,EcPip,R,2,use,"420, 559",used 2/2,
736,EcMero2_Rup_APECO78_12545_0.97_0.95,RB559,NA,pip,-0.134144818,R,512,EcPip,R,2,use,"420, 559",used 2/2,
737,EcMero2_Rup_APECO78_21920_0.92_1,RB001,120m,pip,0.912380502,S,1,EcPip,S,2,use,"001, 081",used 2/2,
738,EcMero2_Rup_APECO78_21920_0.92_1,RB081,NA,pip,1.220393611,S,1,EcPip,S,2,use,"001, 081",used 2/2,
739,EcMero2_Rup_APECO78_21920_0.92_1,RB808,120m,pip,1.356513416,S,4,EcPip,S,1,,,,
740,EcMero2_Rup_APECO78_21920_0.92_1,RB115,120m,pip,1.119388443,S,2,EcPip,S,1,,,,
741,EcMero2_Rup_APECO78_21920_0.92_1,RB054,120m,pip,0.271089519,I,32,EcPip,I,2,,,,
742,EcMero2_Rup_APECO78_21920_0.92_1,RB602,120m,pip,0.612577859,I,32,EcPip,I,2,,,,
743,EcMero2_Rup_APECO78_21920_0.92_1,RB420,120m,pip,-0.008473668,R,512,EcPip,R,2,use,"420, 559",used 2/2,
744,EcMero2_Rup_APECO78_21920_0.92_1,RB559,NA,pip,0.433693161,R,512,EcPip,R,2,use,"420, 559",used 2/2,
745,EcMero2_Rup_APECO78_22510_0.92_1,RB001,120m,pip,2.198053616,S,1,EcPip,S,2,use,"001, 081",used 2/2,
746,EcMero2_Rup_APECO78_22510_0.92_1,RB081,NA,pip,2.220934425,S,1,EcPip,S,2,use,"001, 081",used 2/2,
747,EcMero2_Rup_APECO78_22510_0.92_1,RB808,120m,pip,2.037727822,S,4,EcPip,S,1,,,,
748,EcMero2_Rup_APECO78_22510_0.92_1,RB115,120m,pip,2.285027078,S,2,EcPip,S,1,,,,
749,EcMero2_Rup_APECO78_22510_0.92_1,RB054,120m,pip,0.532609798,I,32,EcPip,I,2,,,,
750,EcMero2_Rup_APECO78_22510_0.92_1,RB602,120m,pip,0.744102124,I,32,EcPip,I,2,,,,
751,EcMero2_Rup_APECO78_22510_0.92_1,RB420,120m,pip,-0.172650108,R,512,EcPip,R,2,use,"420, 559",used 2/2,
752,EcMero2_Rup_APECO78_22510_0.92_1,RB559,NA,pip,-0.227171252,R,512,EcPip,R,2,use,"420, 559",used 2/2,
753,KpMero4_R01up_KPN_01226_0.97,RB279.a,NA,amp,0.273730066,S,8,KpAmp,S,2,,,,
754,KpMero4_R01up_KPN_01226_0.97,RB279.b,NA,amp,-0.104109253,S,8,KpAmp,S,2,,,,
755,KpMero4_R01up_KPN_01226_0.97,RB540,NA,amp,-0.061337434,R,256,KpAmp,R,6,,,,
756,KpMero4_R01up_KPN_01226_0.97,RB563,NA,amp,0.144712942,R,256,KpAmp,R,6,,,,
757,KpMero4_R01up_KPN_01226_0.97,RB570,NA,amp,-0.045886358,R,256,KpAmp,R,6,,,,
758,KpMero4_R01up_KPN_01226_0.97,RB409,NA,amp,-0.088470536,R,256,KpAmp,R,6,,,,
759,KpMero4_R01up_KPN_01226_0.97,RB402,NA,amp,-0.001385329,R,256,KpAmp,R,6,,,,
760,KpMero4_R01up_KPN_01226_0.97,RB552,NA,amp,0.336643637,R,256,KpAmp,R,6,,,,
761,KpMero4_R02up_KPN_01107_0.97,RB279.a,NA,amp,0.618628635,S,8,KpAmp,S,2,,,,
762,KpMero4_R02up_KPN_01107_0.97,RB279.b,NA,amp,0.944064223,S,8,KpAmp,S,2,,,,
763,KpMero4_R02up_KPN_01107_0.97,RB540,NA,amp,-0.100692699,R,256,KpAmp,R,6,,,,
764,KpMero4_R02up_KPN_01107_0.97,RB563,NA,amp,0.030865196,R,256,KpAmp,R,6,,,,
765,KpMero4_R02up_KPN_01107_0.97,RB570,NA,amp,0.008305878,R,256,KpAmp,R,6,,,,
766,KpMero4_R02up_KPN_01107_0.97,RB409,NA,amp,0.050641858,R,256,KpAmp,R,6,,,,
767,KpMero4_R02up_KPN_01107_0.97,RB402,NA,amp,-0.105811547,R,256,KpAmp,R,6,,,,
768,KpMero4_R02up_KPN_01107_0.97,RB552,NA,amp,0.028735987,R,256,KpAmp,R,6,,,,
769,KpMero4_R03up_KPN_02345_0.95,RB279.a,NA,amp,1.394151234,S,8,KpAmp,S,2,,,,
770,KpMero4_R03up_KPN_02345_0.95,RB279.b,NA,amp,1.350174619,S,8,KpAmp,S,2,,,,
771,KpMero4_R03up_KPN_02345_0.95,RB540,NA,amp,0.025978533,R,256,KpAmp,R,6,,,,
772,KpMero4_R03up_KPN_02345_0.95,RB563,NA,amp,0.04523729,R,256,KpAmp,R,6,,,,
773,KpMero4_R03up_KPN_02345_0.95,RB570,NA,amp,-0.001670036,R,256,KpAmp,R,6,,,,
774,KpMero4_R03up_KPN_02345_0.95,RB409,NA,amp,0.197205703,R,256,KpAmp,R,6,,,,
775,KpMero4_R03up_KPN_02345_0.95,RB402,NA,amp,-0.079087352,R,256,KpAmp,R,6,,,,
776,KpMero4_R03up_KPN_02345_0.95,RB552,NA,amp,-0.094535615,R,256,KpAmp,R,6,,,,
777,KpMero4_R04up_KPN_02742_0.97,RB279.a,NA,amp,0.918619738,S,8,KpAmp,S,2,,,,
778,KpMero4_R04up_KPN_02742_0.97,RB279.b,NA,amp,0.97502379,S,8,KpAmp,S,2,,,,
779,KpMero4_R04up_KPN_02742_0.97,RB540,NA,amp,0.456723388,R,256,KpAmp,R,6,,,,
780,KpMero4_R04up_KPN_02742_0.97,RB563,NA,amp,0.134759468,R,256,KpAmp,R,6,,,,
781,KpMero4_R04up_KPN_02742_0.97,RB570,NA,amp,0.074853232,R,256,KpAmp,R,6,,,,
782,KpMero4_R04up_KPN_02742_0.97,RB409,NA,amp,-0.389719167,R,256,KpAmp,R,6,,,,
783,KpMero4_R04up_KPN_02742_0.97,RB402,NA,amp,-0.072527155,R,256,KpAmp,R,6,,,,
784,KpMero4_R04up_KPN_02742_0.97,RB552,NA,amp,-0.264041012,R,256,KpAmp,R,6,,,,
785,KpMero4_R05dn_KPN_02241_0.92,RB279.a,NA,amp,-0.468083908,S,8,KpAmp,S,2,,,,
786,KpMero4_R05dn_KPN_02241_0.92,RB279.b,NA,amp,-0.523880427,S,8,KpAmp,S,2,,,,
787,KpMero4_R05dn_KPN_02241_0.92,RB540,NA,amp,0.30893135,R,256,KpAmp,R,6,,,,
788,KpMero4_R05dn_KPN_02241_0.92,RB563,NA,amp,-0.080253423,R,256,KpAmp,R,6,,,,
789,KpMero4_R05dn_KPN_02241_0.92,RB570,NA,amp,0.058023157,R,256,KpAmp,R,6,,,,
790,KpMero4_R05dn_KPN_02241_0.92,RB409,NA,amp,0.040303379,R,256,KpAmp,R,6,,,,
791,KpMero4_R05dn_KPN_02241_0.92,RB402,NA,amp,0.541693617,R,256,KpAmp,R,6,,,,
792,KpMero4_R05dn_KPN_02241_0.92,RB552,NA,amp,0.848231312,R,256,KpAmp,R,6,,,,
793,KpMero4_R06up_KPN_03358_0.92,RB279.a,NA,amp,0.083929096,S,8,KpAmp,S,2,,,,
794,KpMero4_R06up_KPN_03358_0.92,RB279.b,NA,amp,0.232595138,S,8,KpAmp,S,2,,,,
795,KpMero4_R06up_KPN_03358_0.92,RB540,NA,amp,0.225023599,R,256,KpAmp,R,6,,,,
796,KpMero4_R06up_KPN_03358_0.92,RB563,NA,amp,0.05020414,R,256,KpAmp,R,6,,,,
797,KpMero4_R06up_KPN_03358_0.92,RB570,NA,amp,-0.040061944,R,256,KpAmp,R,6,,,,
798,KpMero4_R06up_KPN_03358_0.92,RB409,NA,amp,-0.033323169,R,256,KpAmp,R,6,,,,
799,KpMero4_R06up_KPN_03358_0.92,RB402,NA,amp,-0.043100042,R,256,KpAmp,R,6,,,,
800,KpMero4_R06up_KPN_03358_0.92,RB552,NA,amp,0.045191233,R,256,KpAmp,R,6,,,,
801,KpMero4_R07up_KPN_03934_0.92,RB279.a,NA,amp,-0.367067318,S,8,KpAmp,S,2,,,,
802,KpMero4_R07up_KPN_03934_0.92,RB279.b,NA,amp,-0.114683471,S,8,KpAmp,S,2,,,,
803,KpMero4_R07up_KPN_03934_0.92,RB540,NA,amp,-0.302294691,R,256,KpAmp,R,6,,,,
804,KpMero4_R07up_KPN_03934_0.92,RB563,NA,amp,0.03481723,R,256,KpAmp,R,6,,,,
805,KpMero4_R07up_KPN_03934_0.92,RB570,NA,amp,0.023785627,R,256,KpAmp,R,6,,,,
806,KpMero4_R07up_KPN_03934_0.92,RB409,NA,amp,-0.24398483,R,256,KpAmp,R,6,,,,
807,KpMero4_R07up_KPN_03934_0.92,RB402,NA,amp,-0.089522038,R,256,KpAmp,R,6,,,,
808,KpMero4_R07up_KPN_03934_0.92,RB552,NA,amp,0.105610765,R,256,KpAmp,R,6,,,,
809,KpMero4_R08dn_KPN_00868_0.92,RB279.a,NA,amp,-1.189240879,S,8,KpAmp,S,2,,,,
810,KpMero4_R08dn_KPN_00868_0.92,RB279.b,NA,amp,-2.820095644,S,8,KpAmp,S,2,,,,
811,KpMero4_R08dn_KPN_00868_0.92,RB540,NA,amp,0.053626594,R,256,KpAmp,R,6,,,,
812,KpMero4_R08dn_KPN_00868_0.92,RB563,NA,amp,0.843125295,R,256,KpAmp,R,6,,,,
813,KpMero4_R08dn_KPN_00868_0.92,RB570,NA,amp,0.033301789,R,256,KpAmp,R,6,,,,
814,KpMero4_R08dn_KPN_00868_0.92,RB409,NA,amp,-0.146491733,R,256,KpAmp,R,6,,,,
815,KpMero4_R08dn_KPN_00868_0.92,RB402,NA,amp,-0.16068348,R,256,KpAmp,R,6,,,,
816,KpMero4_R08dn_KPN_00868_0.92,RB552,NA,amp,0.354753584,R,256,KpAmp,R,6,,,,
817,KpMero4_R09up_KPN_02342_0.97,RB279.a,NA,amp,0.102190618,S,8,KpAmp,S,2,,,,
818,KpMero4_R09up_KPN_02342_0.97,RB279.b,NA,amp,0.045463949,S,8,KpAmp,S,2,,,,
819,KpMero4_R09up_KPN_02342_0.97,RB540,NA,amp,0.29265996,R,256,KpAmp,R,6,,,,
820,KpMero4_R09up_KPN_02342_0.97,RB563,NA,amp,-0.058720262,R,256,KpAmp,R,6,,,,
821,KpMero4_R09up_KPN_02342_0.97,RB570,NA,amp,-0.033463025,R,256,KpAmp,R,6,,,,
822,KpMero4_R09up_KPN_02342_0.97,RB409,NA,amp,0.051190001,R,256,KpAmp,R,6,,,,
823,KpMero4_R09up_KPN_02342_0.97,RB402,NA,amp,-0.015303875,R,256,KpAmp,R,6,,,,
824,KpMero4_R09up_KPN_02342_0.97,RB552,NA,amp,-0.039612872,R,256,KpAmp,R,6,,,,
825,KpMero4_R10up_KPN_00833_0.97,RB279.a,NA,amp,1.404919131,S,8,KpAmp,S,2,,,,
826,KpMero4_R10up_KPN_00833_0.97,RB279.b,NA,amp,1.349703996,S,8,KpAmp,S,2,,,,
827,KpMero4_R10up_KPN_00833_0.97,RB540,NA,amp,0.752751523,R,256,KpAmp,R,6,,,,
828,KpMero4_R10up_KPN_00833_0.97,RB563,NA,amp,-0.049491169,R,256,KpAmp,R,6,,,,
829,KpMero4_R10up_KPN_00833_0.97,RB570,NA,amp,-0.046811293,R,256,KpAmp,R,6,,,,
830,KpMero4_R10up_KPN_00833_0.97,RB409,NA,amp,0.023905719,R,256,KpAmp,R,6,,,,
831,KpMero4_R10up_KPN_00833_0.97,RB402,NA,amp,-0.068911058,R,256,KpAmp,R,6,,,,
832,KpMero4_R10up_KPN_00833_0.97,RB552,NA,amp,-0.015186498,R,256,KpAmp,R,6,,,,
833,KpMero4_R01up_KPN_01226_0.97,RB279.a,NA,aztr,-0.016655933,S,0.12,KpAztr,S,3,use,"279.a, 279.b",used 2/3,
834,KpMero4_R01up_KPN_01226_0.97,RB279.b,NA,aztr,-0.271470669,S,0.12,KpAztr,S,3,use,"279.a, 279.b",used 2/3,
835,KpMero4_R01up_KPN_01226_0.97,RB540,NA,aztr,-0.6362584,S,0.12,KpAztr,S,3,use,"279.a, 279.b",used 2/3,
836,KpMero4_R01up_KPN_01226_0.97,RB563,NA,aztr,0.005693481,S,0.25,KpAztr,S,1,,,,
837,KpMero4_R01up_KPN_01226_0.97,RB570,NA,aztr,-0.265506549,R,128,KpAztr,R,4,use,"402, 552",used 2/4,
838,KpMero4_R01up_KPN_01226_0.97,RB409,NA,aztr,-0.241018285,R,128,KpAztr,R,4,use,"402, 552",used 2/4,
839,KpMero4_R01up_KPN_01226_0.97,RB402,NA,aztr,0.100977992,R,128,KpAztr,R,4,use,"402, 552",used 2/4,
840,KpMero4_R01up_KPN_01226_0.97,RB552,NA,aztr,0.053774595,R,128,KpAztr,R,4,use,"402, 552",used 2/4,
