,tag,Strain,time,drug,value,S_I_R,MIC,exp,S_I_R2,n_strains,use,subset_of_strains_used,num_of_mic_used,comment
208,EcMero2_Rup_APECO78_09705_0.92_1,RB559,NA,cefaz,-0.109132702,R,256,EcCefaz,R,5,use,"420, 559",used 2/5,
209,EcMero2_Rup_APECO78_09710_0.92_1,RB001,120m,cefaz,1.709696679,S,1,EcCefaz,S,2,use,"001, 081",used 2/2,
210,EcMero2_Rup_APECO78_09710_0.92_1,RB081,NA,cefaz,1.522252254,S,1,EcCefaz,S,2,use,"001, 081",used 2/2,
211,EcMero2_Rup_APECO78_09710_0.92_1,RB808,120m,cefaz,0.962990416,R,32,EcCefaz,R,1,,,,
212,EcMero2_Rup_APECO78_09710_0.92_1,RB115,120m,cefaz,0.124255223,R,256,EcCefaz,R,5,use,"420, 559",used 2/5,
213,EcMero2_Rup_APECO78_09710_0.92_1,RB054,120m,cefaz,0.646613269,R,256,EcCefaz,R,5,use,"420, 559",used 2/5,
214,EcMero2_Rup_APECO78_09710_0.92_1,RB602,120m,cefaz,0.150529116,R,256,EcCefaz,R,5,use,"420, 559",used 2/5,
215,EcMero2_Rup_APECO78_09710_0.92_1,RB420,120m,cefaz,-0.063130223,R,256,EcCefaz,R,5,use,"420, 559",used 2/5,
216,EcMero2_Rup_APECO78_09710_0.92_1,RB559,NA,cefaz,0.18346607,R,256,EcCefaz,R,5,use,"420, 559",used 2/5,
217,EcMero2_Rup_APECO78_12545_0.97_0.95,RB001,120m,cefaz,3.175917039,S,1,EcCefaz,S,2,use,"001, 081",used 2/2,
218,EcMero2_Rup_APECO78_12545_0.97_0.95,RB081,NA,cefaz,1.230556825,S,1,EcCefaz,S,2,use,"001, 081",used 2/2,
219,EcMero2_Rup_APECO78_12545_0.97_0.95,RB808,120m,cefaz,-0.091047888,R,32,EcCefaz,R,1,,,,
220,EcMero2_Rup_APECO78_12545_0.97_0.95,RB115,120m,cefaz,-0.231980913,R,256,EcCefaz,R,5,use,"420, 559",used 2/5,
221,EcMero2_Rup_APECO78_12545_0.97_0.95,RB054,120m,cefaz,0.157184994,R,256,EcCefaz,R,5,use,"420, 559",used 2/5,
222,EcMero2_Rup_APECO78_12545_0.97_0.95,RB602,120m,cefaz,-0.190717459,R,256,EcCefaz,R,5,use,"420, 559",used 2/5,
223,EcMero2_Rup_APECO78_12545_0.97_0.95,RB420,120m,cefaz,-0.08369827,R,256,EcCefaz,R,5,use,"420, 559",used 2/5,
224,EcMero2_Rup_APECO78_12545_0.97_0.95,RB559,NA,cefaz,-0.066178267,R,256,EcCefaz,R,5,use,"420, 559",used 2/5,
225,EcMero2_Rup_APECO78_21920_0.92_1,RB001,120m,cefaz,1.671192192,S,1,EcCefaz,S,2,use,"001, 081",used 2/2,
226,EcMero2_Rup_APECO78_21920_0.92_1,RB081,NA,cefaz,1.395034049,S,1,EcCefaz,S,2,use,"001, 081",used 2/2,
227,EcMero2_Rup_APECO78_21920_0.92_1,RB808,120m,cefaz,0.152615211,R,32,EcCefaz,R,1,,,,
228,EcMero2_Rup_APECO78_21920_0.92_1,RB115,120m,cefaz,0.072249893,R,256,EcCefaz,R,5,use,"420, 559",used 2/5,
229,EcMero2_Rup_APECO78_21920_0.92_1,RB054,120m,cefaz,0.289102803,R,256,EcCefaz,R,5,use,"420, 559",used 2/5,
230,EcMero2_Rup_APECO78_21920_0.92_1,RB602,120m,cefaz,0.18465274,R,256,EcCefaz,R,5,use,"420, 559",used 2/5,
231,EcMero2_Rup_APECO78_21920_0.92_1,RB420,120m,cefaz,0.763158698,R,256,EcCefaz,R,5,use,"420, 559",used 2/5,
232,EcMero2_Rup_APECO78_21920_0.92_1,RB559,NA,cefaz,0.403191412,R,256,EcCefaz,R,5,use,"420, 559",used 2/5,
233,EcMero2_Rup_APECO78_22510_0.92_1,RB001,120m,cefaz,2.059072066,S,1,EcCefaz,S,2,use,"001, 081",used 2/2,
234,EcMero2_Rup_APECO78_22510_0.92_1,RB081,NA,cefaz,2.16338781,S,1,EcCefaz,S,2,use,"001, 081",used 2/2,
235,EcMero2_Rup_APECO78_22510_0.92_1,RB808,120m,cefaz,0.008335751,R,32,EcCefaz,R,1,,,,
236,EcMero2_Rup_APECO78_22510_0.92_1,RB115,120m,cefaz,-0.099292439,R,256,EcCefaz,R,5,use,"420, 559",used 2/5,
237,EcMero2_Rup_APECO78_22510_0.92_1,RB054,120m,cefaz,0.009915952,R,256,EcCefaz,R,5,use,"420, 559",used 2/5,
238,EcMero2_Rup_APECO78_22510_0.92_1,RB602,120m,cefaz,-0.066913292,R,256,EcCefaz,R,5,use,"420, 559",used 2/5,
239,EcMero2_Rup_APECO78_22510_0.92_1,RB420,120m,cefaz,0.031978694,R,256,EcCefaz,R,5,use,"420, 559",used 2/5,
240,EcMero2_Rup_APECO78_22510_0.92_1,RB559,NA,cefaz,-0.230762263,R,256,EcCefaz,R,5,use,"420, 559",used 2/5,
241,EcCip3_Rdn_b3771_0.92,RB001,60m,cip,1.376762064,S,0.03,EcCip,S,3,use,"001, 075, 080",used 3/3,
242,EcCip3_Rdn_b3771_0.92,RB075,60m,cip,1.553921224,S,0.03,EcCip,S,3,use,"001, 075, 080",used 3/3,
243,EcCip3_Rdn_b3771_0.92,RB080,60m,cip,1.212849624,S,0.03,EcCip,S,3,use,"001, 075, 080",used 3/3,
244,EcCip3_Rdn_b3771_0.92,RB051,60m,cip,0.056149371,R,32,EcCip,R,3,use,"057, 150",used 2/3,
245,EcCip3_Rdn_b3771_0.92,RB057,60m,cip,-0.127899355,R,32,EcCip,R,3,use,"057, 150",used 2/3,
246,EcCip3_Rdn_b3771_0.92,RB150,60m,cip,1.393614766,R,32,EcCip,R,3,use,"057, 150",used 2/3,
247,EcCip3_Rup_b0958_0.97,RB001,60m,cip,3.076183289,S,0.03,EcCip,S,3,use,"001, 075, 080",used 3/3,
248,EcCip3_Rup_b0958_0.97,RB075,60m,cip,3.598211417,S,0.03,EcCip,S,3,use,"001, 075, 080",used 3/3,
249,EcCip3_Rup_b0958_0.97,RB080,60m,cip,3.42681699,S,0.03,EcCip,S,3,use,"001, 075, 080",used 3/3,
250,EcCip3_Rup_b0958_0.97,RB051,60m,cip,0.416551614,R,32,EcCip,R,3,use,"057, 150",used 2/3,
251,EcCip3_Rup_b0958_0.97,RB057,60m,cip,0.04857193,R,32,EcCip,R,3,use,"057, 150",used 2/3,
252,EcCip3_Rup_b0958_0.97,RB150,60m,cip,-0.542045593,R,32,EcCip,R,3,use,"057, 150",used 2/3,
253,EcCip3_Rup_b1061_0.95,RB001,60m,cip,5.3902653,S,0.03,EcCip,S,3,use,"001, 075, 080",used 3/3,
254,EcCip3_Rup_b1061_0.95,RB075,60m,cip,4.677397458,S,0.03,EcCip,S,3,use,"001, 075, 080",used 3/3,
255,EcCip3_Rup_b1061_0.95,RB080,60m,cip,4.692008396,S,0.03,EcCip,S,3,use,"001, 075, 080",used 3/3,
256,EcCip3_Rup_b1061_0.95,RB051,60m,cip,0.5344965,R,32,EcCip,R,3,use,"057, 150",used 2/3,
257,EcCip3_Rup_b1061_0.95,RB057,60m,cip,-0.381795591,R,32,EcCip,R,3,use,"057, 150",used 2/3,
258,EcCip3_Rup_b1061_0.95,RB150,60m,cip,0.477448272,R,32,EcCip,R,3,use,"057, 150",used 2/3,
259,EcCip3_Rup_b1183_0.92,RB001,60m,cip,3.42235893,S,0.03,EcCip,S,3,use,"001, 075, 080",used 3/3,
260,EcCip3_Rup_b1183_0.92,RB075,60m,cip,3.527570447,S,0.03,EcCip,S,3,use,"001, 075, 080",used 3/3,
261,EcCip3_Rup_b1183_0.92,RB080,60m,cip,3.858741123,S,0.03,EcCip,S,3,use,"001, 075, 080",used 3/3,
262,EcCip3_Rup_b1183_0.92,RB051,60m,cip,0.694785054,R,32,EcCip,R,3,use,"057, 150",used 2/3,
263,EcCip3_Rup_b1183_0.92,RB057,60m,cip,1.175968768,R,32,EcCip,R,3,use,"057, 150",used 2/3,
264,EcCip3_Rup_b1183_0.92,RB150,60m,cip,1.117189671,R,32,EcCip,R,3,use,"057, 150",used 2/3,
265,EcCip3_Rup_b1848_0.92,RB001,60m,cip,2.815592059,S,0.03,EcCip,S,3,use,"001, 075, 080",used 3/3,
266,EcCip3_Rup_b1848_0.92,RB075,60m,cip,4.775000291,S,0.03,EcCip,S,3,use,"001, 075, 080",used 3/3,
267,EcCip3_Rup_b1848_0.92,RB080,60m,cip,4.209344267,S,0.03,EcCip,S,3,use,"001, 075, 080",used 3/3,
268,EcCip3_Rup_b1848_0.92,RB051,60m,cip,0.22108752,R,32,EcCip,R,3,use,"057, 150",used 2/3,
269,EcCip3_Rup_b1848_0.92,RB057,60m,cip,0.042278747,R,32,EcCip,R,3,use,"057, 150",used 2/3,
270,EcCip3_Rup_b1848_0.92,RB150,60m,cip,0.405509298,R,32,EcCip,R,3,use,"057, 150",used 2/3,
271,EcCip3_Rup_b2616_0.95,RB001,60m,cip,3.628168467,S,0.03,EcCip,S,3,use,"001, 075, 080",used 3/3,
272,EcCip3_Rup_b2616_0.95,RB075,60m,cip,3.953344289,S,0.03,EcCip,S,3,use,"001, 075, 080",used 3/3,
273,EcCip3_Rup_b2616_0.95,RB080,60m,cip,2.81298811,S,0.03,EcCip,S,3,use,"001, 075, 080",used 3/3,
274,EcCip3_Rup_b2616_0.95,RB051,60m,cip,0.408546151,R,32,EcCip,R,3,use,"057, 150",used 2/3,
275,EcCip3_Rup_b2616_0.95,RB057,60m,cip,0.031578859,R,32,EcCip,R,3,use,"057, 150",used 2/3,
276,EcCip3_Rup_b2616_0.95,RB150,60m,cip,1.172684783,R,32,EcCip,R,3,use,"057, 150",used 2/3,
277,EcCip3_Rup_b2699_0.97,RB001,60m,cip,3.787864844,S,0.03,EcCip,S,3,use,"001, 075, 080",used 3/3,
278,EcCip3_Rup_b2699_0.97,RB075,60m,cip,4.846640601,S,0.03,EcCip,S,3,use,"001, 075, 080",used 3/3,
279,EcCip3_Rup_b2699_0.97,RB080,60m,cip,4.641320566,S,0.03,EcCip,S,3,use,"001, 075, 080",used 3/3,
280,EcCip3_Rup_b2699_0.97,RB051,60m,cip,0.51169817,R,32,EcCip,R,3,use,"057, 150",used 2/3,
281,EcCip3_Rup_b2699_0.97,RB057,60m,cip,0.049934005,R,32,EcCip,R,3,use,"057, 150",used 2/3,
282,EcCip3_Rup_b2699_0.97,RB150,60m,cip,0.876722033,R,32,EcCip,R,3,use,"057, 150",used 2/3,
283,EcCip3_Rup_b3645_0.92_0.95,RB001,60m,cip,1.948427742,S,0.03,EcCip,S,3,use,"001, 075, 080",used 3/3,
284,EcCip3_Rup_b3645_0.92_0.95,RB075,60m,cip,1.677101783,S,0.03,EcCip,S,3,use,"001, 075, 080",used 3/3,
285,EcCip3_Rup_b3645_0.92_0.95,RB080,60m,cip,1.467018715,S,0.03,EcCip,S,3,use,"001, 075, 080",used 3/3,
286,EcCip3_Rup_b3645_0.92_0.95,RB051,60m,cip,-0.079760308,R,32,EcCip,R,3,use,"057, 150",used 2/3,
287,EcCip3_Rup_b3645_0.92_0.95,RB057,60m,cip,-0.348693222,R,32,EcCip,R,3,use,"057, 150",used 2/3,
288,EcCip3_Rup_b3645_0.92_0.95,RB150,60m,cip,-0.025254594,R,32,EcCip,R,3,use,"057, 150",used 2/3,
289,EcCip3_Rup_b3832_0.92,RB001,60m,cip,0.827746259,S,0.03,EcCip,S,3,use,"001, 075, 080",used 3/3,
290,EcCip3_Rup_b3832_0.92,RB075,60m,cip,1.783722589,S,0.03,EcCip,S,3,use,"001, 075, 080",used 3/3,
291,EcCip3_Rup_b3832_0.92,RB080,60m,cip,1.067244301,S,0.03,EcCip,S,3,use,"001, 075, 080",used 3/3,
292,EcCip3_Rup_b3832_0.92,RB051,60m,cip,0.130099366,R,32,EcCip,R,3,use,"057, 150",used 2/3,
293,EcCip3_Rup_b3832_0.92,RB057,60m,cip,0.20150386,R,32,EcCip,R,3,use,"057, 150",used 2/3,
294,EcCip3_Rup_b3832_0.92,RB150,60m,cip,0.355624043,R,32,EcCip,R,3,use,"057, 150",used 2/3,
295,EcCip3_Rup_b4043_0.97,RB001,60m,cip,3.194374891,S,0.03,EcCip,S,3,use,"001, 075, 080",used 3/3,
296,EcCip3_Rup_b4043_0.97,RB075,60m,cip,3.118909572,S,0.03,EcCip,S,3,use,"001, 075, 080",used 3/3,
297,EcCip3_Rup_b4043_0.97,RB080,60m,cip,3.155121821,S,0.03,EcCip,S,3,use,"001, 075, 080",used 3/3,
298,EcCip3_Rup_b4043_0.97,RB051,60m,cip,-0.10647611,R,32,EcCip,R,3,use,"057, 150",used 2/3,
299,EcCip3_Rup_b4043_0.97,RB057,60m,cip,0.347497107,R,32,EcCip,R,3,use,"057, 150",used 2/3,
300,EcCip3_Rup_b4043_0.97,RB150,60m,cip,0.836907222,R,32,EcCip,R,3,use,"057, 150",used 2/3,
301,EcMero2_Rup_APECO78_00325_0.97_1,RB001,120m,ctx,1.00694099,S,0.06,EcCtx,S,3,use,"001, 081",used 2/3,
302,EcMero2_Rup_APECO78_00325_0.97_1,RB081,NA,ctx,0.910001741,S,0.06,EcCtx,S,3,use,"001, 081",used 2/3,
303,EcMero2_Rup_APECO78_00325_0.97_1,RB808,120m,ctx,0.556825312,S,0.06,EcCtx,S,3,use,"001, 081",used 2/3,
304,EcMero2_Rup_APECO78_00325_0.97_1,RB115,120m,ctx,-0.356486589,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
305,EcMero2_Rup_APECO78_00325_0.97_1,RB054,120m,ctx,-0.36075802,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
306,EcMero2_Rup_APECO78_00325_0.97_1,RB602,120m,ctx,-0.296601925,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
307,EcMero2_Rup_APECO78_00325_0.97_1,RB420,120m,ctx,-0.667539685,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
308,EcMero2_Rup_APECO78_00325_0.97_1,RB559,NA,ctx,-0.411550456,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
309,EcMero2_Rup_APECO78_04245_0.95_1,RB001,120m,ctx,0.848213104,S,0.06,EcCtx,S,3,use,"001, 081",used 2/3,
310,EcMero2_Rup_APECO78_04245_0.95_1,RB081,NA,ctx,0.526558053,S,0.06,EcCtx,S,3,use,"001, 081",used 2/3,
311,EcMero2_Rup_APECO78_04245_0.95_1,RB808,120m,ctx,0.335716704,S,0.06,EcCtx,S,3,use,"001, 081",used 2/3,
312,EcMero2_Rup_APECO78_04245_0.95_1,RB115,120m,ctx,-0.365607964,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
313,EcMero2_Rup_APECO78_04245_0.95_1,RB054,120m,ctx,-0.282268589,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
314,EcMero2_Rup_APECO78_04245_0.95_1,RB602,120m,ctx,-0.418452798,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
315,EcMero2_Rup_APECO78_04245_0.95_1,RB420,120m,ctx,-0.482658204,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
316,EcMero2_Rup_APECO78_04245_0.95_1,RB559,NA,ctx,-0.649081512,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
317,EcMero2_Rup_APECO78_05395_0.92_1,RB001,120m,ctx,2.970321722,S,0.06,EcCtx,S,3,use,"001, 081",used 2/3,
318,EcMero2_Rup_APECO78_05395_0.92_1,RB081,NA,ctx,4.132941742,S,0.06,EcCtx,S,3,use,"001, 081",used 2/3,
319,EcMero2_Rup_APECO78_05395_0.92_1,RB808,120m,ctx,2.179072441,S,0.06,EcCtx,S,3,use,"001, 081",used 2/3,
320,EcMero2_Rup_APECO78_05395_0.92_1,RB115,120m,ctx,-0.017559634,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
321,EcMero2_Rup_APECO78_05395_0.92_1,RB054,120m,ctx,-0.37440025,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
322,EcMero2_Rup_APECO78_05395_0.92_1,RB602,120m,ctx,-0.238489254,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
323,EcMero2_Rup_APECO78_05395_0.92_1,RB420,120m,ctx,-0.299889621,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
324,EcMero2_Rup_APECO78_05395_0.92_1,RB559,NA,ctx,0.353941211,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
325,EcMero2_Rup_APECO78_05500_0.97_1,RB001,120m,ctx,4.110398019,S,0.06,EcCtx,S,3,use,"001, 081",used 2/3,
326,EcMero2_Rup_APECO78_05500_0.97_1,RB081,NA,ctx,1.701643912,S,0.06,EcCtx,S,3,use,"001, 081",used 2/3,
327,EcMero2_Rup_APECO78_05500_0.97_1,RB808,120m,ctx,1.915504195,S,0.06,EcCtx,S,3,use,"001, 081",used 2/3,
328,EcMero2_Rup_APECO78_05500_0.97_1,RB115,120m,ctx,0.236288461,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
329,EcMero2_Rup_APECO78_05500_0.97_1,RB054,120m,ctx,0.129249267,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
330,EcMero2_Rup_APECO78_05500_0.97_1,RB602,120m,ctx,-0.11527643,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
331,EcMero2_Rup_APECO78_05500_0.97_1,RB420,120m,ctx,0.242024847,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
332,EcMero2_Rup_APECO78_05500_0.97_1,RB559,NA,ctx,-0.049490365,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
333,EcMero2_Rup_APECO78_09510_0.97_1,RB001,120m,ctx,1.907144303,S,0.06,EcCtx,S,3,use,"001, 081",used 2/3,
334,EcMero2_Rup_APECO78_09510_0.97_1,RB081,NA,ctx,4.166823205,S,0.06,EcCtx,S,3,use,"001, 081",used 2/3,
335,EcMero2_Rup_APECO78_09510_0.97_1,RB808,120m,ctx,1.166499832,S,0.06,EcCtx,S,3,use,"001, 081",used 2/3,
336,EcMero2_Rup_APECO78_09510_0.97_1,RB115,120m,ctx,0.009700848,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
337,EcMero2_Rup_APECO78_09510_0.97_1,RB054,120m,ctx,-0.080257237,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
338,EcMero2_Rup_APECO78_09510_0.97_1,RB602,120m,ctx,0.105745995,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
339,EcMero2_Rup_APECO78_09510_0.97_1,RB420,120m,ctx,0.041902806,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
340,EcMero2_Rup_APECO78_09510_0.97_1,RB559,NA,ctx,-0.186651261,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
341,EcMero2_Rup_APECO78_09705_0.92_1,RB001,120m,ctx,0.268044187,S,0.06,EcCtx,S,3,use,"001, 081",used 2/3,
342,EcMero2_Rup_APECO78_09705_0.92_1,RB081,NA,ctx,1.671644743,S,0.06,EcCtx,S,3,use,"001, 081",used 2/3,
343,EcMero2_Rup_APECO78_09705_0.92_1,RB808,120m,ctx,2.124579916,S,0.06,EcCtx,S,3,use,"001, 081",used 2/3,
344,EcMero2_Rup_APECO78_09705_0.92_1,RB115,120m,ctx,0.29458494,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
345,EcMero2_Rup_APECO78_09705_0.92_1,RB054,120m,ctx,0.057137254,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
346,EcMero2_Rup_APECO78_09705_0.92_1,RB602,120m,ctx,-0.032181028,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
347,EcMero2_Rup_APECO78_09705_0.92_1,RB420,120m,ctx,0.009256805,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
348,EcMero2_Rup_APECO78_09705_0.92_1,RB559,NA,ctx,-0.143375298,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
349,EcMero2_Rup_APECO78_09710_0.92_1,RB001,120m,ctx,1.905186972,S,0.06,EcCtx,S,3,use,"001, 081",used 2/3,
350,EcMero2_Rup_APECO78_09710_0.92_1,RB081,NA,ctx,1.841088094,S,0.06,EcCtx,S,3,use,"001, 081",used 2/3,
351,EcMero2_Rup_APECO78_09710_0.92_1,RB808,120m,ctx,2.191344755,S,0.06,EcCtx,S,3,use,"001, 081",used 2/3,
352,EcMero2_Rup_APECO78_09710_0.92_1,RB115,120m,ctx,0.179195252,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
353,EcMero2_Rup_APECO78_09710_0.92_1,RB054,120m,ctx,0.323896079,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
354,EcMero2_Rup_APECO78_09710_0.92_1,RB602,120m,ctx,0.091602734,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
355,EcMero2_Rup_APECO78_09710_0.92_1,RB420,120m,ctx,0.049256843,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
356,EcMero2_Rup_APECO78_09710_0.92_1,RB559,NA,ctx,0.124416241,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
357,EcMero2_Rup_APECO78_12545_0.97_0.95,RB001,120m,ctx,2.937278481,S,0.06,EcCtx,S,3,use,"001, 081",used 2/3,
358,EcMero2_Rup_APECO78_12545_0.97_0.95,RB081,NA,ctx,1.22983056,S,0.06,EcCtx,S,3,use,"001, 081",used 2/3,
359,EcMero2_Rup_APECO78_12545_0.97_0.95,RB808,120m,ctx,1.304221261,S,0.06,EcCtx,S,3,use,"001, 081",used 2/3,
360,EcMero2_Rup_APECO78_12545_0.97_0.95,RB115,120m,ctx,0.114467653,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
361,EcMero2_Rup_APECO78_12545_0.97_0.95,RB054,120m,ctx,-0.146879717,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
362,EcMero2_Rup_APECO78_12545_0.97_0.95,RB602,120m,ctx,-0.114186404,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
363,EcMero2_Rup_APECO78_12545_0.97_0.95,RB420,120m,ctx,-0.176225545,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
364,EcMero2_Rup_APECO78_12545_0.97_0.95,RB559,NA,ctx,0.301299339,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
365,EcMero2_Rup_APECO78_21920_0.92_1,RB001,120m,ctx,2.238382945,S,0.06,EcCtx,S,3,use,"001, 081",used 2/3,
366,EcMero2_Rup_APECO78_21920_0.92_1,RB081,NA,ctx,1.072438372,S,0.06,EcCtx,S,3,use,"001, 081",used 2/3,
367,EcMero2_Rup_APECO78_21920_0.92_1,RB808,120m,ctx,1.401970688,S,0.06,EcCtx,S,3,use,"001, 081",used 2/3,
368,EcMero2_Rup_APECO78_21920_0.92_1,RB115,120m,ctx,0.359959078,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
369,EcMero2_Rup_APECO78_21920_0.92_1,RB054,120m,ctx,0.137014062,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
370,EcMero2_Rup_APECO78_21920_0.92_1,RB602,120m,ctx,0.17962831,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
371,EcMero2_Rup_APECO78_21920_0.92_1,RB420,120m,ctx,0.499416621,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
372,EcMero2_Rup_APECO78_21920_0.92_1,RB559,NA,ctx,0.509960732,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
373,EcMero2_Rup_APECO78_22510_0.92_1,RB001,120m,ctx,1.950121857,S,0.06,EcCtx,S,3,use,"001, 081",used 2/3,
374,EcMero2_Rup_APECO78_22510_0.92_1,RB081,NA,ctx,2.145180264,S,0.06,EcCtx,S,3,use,"001, 081",used 2/3,
375,EcMero2_Rup_APECO78_22510_0.92_1,RB808,120m,ctx,1.987671355,S,0.06,EcCtx,S,3,use,"001, 081",used 2/3,
376,EcMero2_Rup_APECO78_22510_0.92_1,RB115,120m,ctx,0.066129198,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
377,EcMero2_Rup_APECO78_22510_0.92_1,RB054,120m,ctx,-0.043568131,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
378,EcMero2_Rup_APECO78_22510_0.92_1,RB602,120m,ctx,-0.239644603,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
379,EcMero2_Rup_APECO78_22510_0.92_1,RB420,120m,ctx,0.08613506,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
380,EcMero2_Rup_APECO78_22510_0.92_1,RB559,NA,ctx,-0.226040446,R,128,EcCtx,R,5,use,"420, 559",used 2/5,
381,EcMero2_Rup_APECO78_00325_0.97_1,RB001,120m,erta,2.211940404,S,1,EcErta,S,1,use,"001, ",used 1/1,this MIC is actually 0.125
382,EcMero2_Rup_APECO78_00325_0.97_1,RB081,NA,erta,4.845299336,S,0.12,EcErta,S,1,use,"081,",used 1/1,
383,EcMero2_Rup_APECO78_00325_0.97_1,RB808,120m,erta,2.293102622,S,0.5,EcErta,S,2,,,,
384,EcMero2_Rup_APECO78_00325_0.97_1,RB115,120m,erta,2.379531263,S,0.25,EcErta,S,1,,,,
385,EcMero2_Rup_APECO78_00325_0.97_1,RB054,120m,erta,2.416807549,S,0.5,EcErta,S,2,,,,
386,EcMero2_Rup_APECO78_00325_0.97_1,RB602,120m,erta,1.892513277,R,4,EcErta,R,1,,,,
387,EcMero2_Rup_APECO78_00325_0.97_1,RB420,120m,erta,-0.21945872,R,64,EcErta,R,2,use,"420, 559",used 2/2,
388,EcMero2_Rup_APECO78_00325_0.97_1,RB559,NA,erta,-0.368775846,R,64,EcErta,R,2,use,"420, 559",used 2/2,
389,EcMero2_Rup_APECO78_04245_0.95_1,RB001,120m,erta,2.575123395,S,1,EcErta,S,1,use,"001, ",used 1/1,this MIC is actually 0.125
390,EcMero2_Rup_APECO78_04245_0.95_1,RB081,NA,erta,4.784830179,S,0.12,EcErta,S,1,use,"081,",used 1/1,
391,EcMero2_Rup_APECO78_04245_0.95_1,RB808,120m,erta,2.992267944,S,0.5,EcErta,S,2,,,,
392,EcMero2_Rup_APECO78_04245_0.95_1,RB115,120m,erta,2.47648079,S,0.25,EcErta,S,1,,,,
393,EcMero2_Rup_APECO78_04245_0.95_1,RB054,120m,erta,2.728307209,S,0.5,EcErta,S,2,,,,
394,EcMero2_Rup_APECO78_04245_0.95_1,RB602,120m,erta,1.221650455,R,4,EcErta,R,1,,,,
395,EcMero2_Rup_APECO78_04245_0.95_1,RB420,120m,erta,-0.37305636,R,64,EcErta,R,2,use,"420, 559",used 2/2,
396,EcMero2_Rup_APECO78_04245_0.95_1,RB559,NA,erta,-0.086593738,R,64,EcErta,R,2,use,"420, 559",used 2/2,
397,EcMero2_Rup_APECO78_05395_0.92_1,RB001,120m,erta,2.942539085,S,1,EcErta,S,1,use,"001, ",used 1/1,this MIC is actually 0.125
398,EcMero2_Rup_APECO78_05395_0.92_1,RB081,NA,erta,4.573558323,S,0.12,EcErta,S,1,use,"081,",used 1/1,
399,EcMero2_Rup_APECO78_05395_0.92_1,RB808,120m,erta,3.959082254,S,0.5,EcErta,S,2,,,,
400,EcMero2_Rup_APECO78_05395_0.92_1,RB115,120m,erta,2.19038197,S,0.25,EcErta,S,1,,,,
401,EcMero2_Rup_APECO78_05395_0.92_1,RB054,120m,erta,2.402276025,S,0.5,EcErta,S,2,,,,
402,EcMero2_Rup_APECO78_05395_0.92_1,RB602,120m,erta,0.949443685,R,4,EcErta,R,1,,,,
403,EcMero2_Rup_APECO78_05395_0.92_1,RB420,120m,erta,-1.167613629,R,64,EcErta,R,2,use,"420, 559",used 2/2,
404,EcMero2_Rup_APECO78_05395_0.92_1,RB559,NA,erta,0.243132011,R,64,EcErta,R,2,use,"420, 559",used 2/2,
